id,event_id,sport_key,format_type,entrant_a,entrant_b,scheduled_at,venue,match_type,status,abandon_reason,result_confirmations,result_summary,group_no,round_label,stage
70578070-be71-4ee9-aece-c4041936e9f9,,badminton,individual,{80b68ddb-b7ec-43bc-a90d-cc735f9c31ea},{2aeed96d-868a-4b33-b7e6-23feaaa4eed6},,,practice,completed,,{},"{""winnerSide"": ""A"", ""scoreDisplay"": ""21-10"", ""scoredByRole"": ""account_manager"", ""enteredManually"": true}",,,group
59e19aea-050c-4247-9518-72f7eaa7be21,8990fd99-b542-43ed-990d-5218e0544f15,football,team,{9bab08dd-eac1-44f5-a506-074c13a0dfaa},{ab5639b9-6b77-4156-8c39-4096062237ea},2026-08-20 00:00:00,,interschool,completed,,"{""0373caa6-5a8e-49fd-9a3c-6ac9b7e1f16e"": {""confirmedAt"": ""2026-07-11T02:14:07.729Z"", ""confirmedBy"": ""73aa69e0-e0d3-4bfe-963c-0438fe34d361""}, ""2301f327-b291-495d-a14f-e55b1f1f9212"": {""confirmedAt"": ""2026-07-11T02:14:07.716Z"", ""confirmedBy"": ""3bbcabd3-c2f3-460e-9913-3f5c95a6713a""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3–1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
ab521687-ceb8-412d-baee-452ca944c6e9,02a04c9f-8d69-4d1d-a35b-9bc5a35e55cf,basketball,team,"{577eac80-42d0-4e3f-b110-f188564c4d2a,dbded50d-f0fb-4caf-95db-002fddd3773c}",{cad6b836-f80f-4856-8687-3502d916bb22},2026-09-20 00:00:00,North Arena mrg0wcls,interschool,completed,,"{""a4a2e357-78c8-4ac3-afb3-beb09fb7ce00"": {""confirmedAt"": ""2026-07-11T07:08:27.944Z"", ""confirmedBy"": ""e6516aae-d96a-4786-93b9-be8e41f68b71""}, ""f38bd662-eb76-4f72-9a26-14dec18e2710"": {""confirmedAt"": ""2026-07-11T07:08:27.956Z"", ""confirmedBy"": ""7c8198c7-d8c4-4e05-afe1-aaa1bc689467""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""48-55"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
b201963c-d3d2-4653-b704-0f0686fd3b71,9b2a6c5a-c660-4874-ac32-d07fae2029bd,badminton,team,"{577eac80-42d0-4e3f-b110-f188564c4d2a,dbded50d-f0fb-4caf-95db-002fddd3773c}",{cad6b836-f80f-4856-8687-3502d916bb22},2026-09-20 00:00:00,North Arena mrg0wcls,interschool,completed,,"{""a4a2e357-78c8-4ac3-afb3-beb09fb7ce00"": {""confirmedAt"": ""2026-07-11T07:08:27.458Z"", ""confirmedBy"": ""e6516aae-d96a-4786-93b9-be8e41f68b71""}, ""f38bd662-eb76-4f72-9a26-14dec18e2710"": {""confirmedAt"": ""2026-07-11T07:08:27.472Z"", ""confirmedBy"": ""7c8198c7-d8c4-4e05-afe1-aaa1bc689467""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""21-15, 21-18"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
6969fca6-27ee-45bd-90f6-e9ee51a74267,9b2a6c5a-c660-4874-ac32-d07fae2029bd,football,team,"{577eac80-42d0-4e3f-b110-f188564c4d2a,dbded50d-f0fb-4caf-95db-002fddd3773c}",{cad6b836-f80f-4856-8687-3502d916bb22},2026-09-20 00:00:00,North Arena mrg0wcls,interschool,completed,,"{""a4a2e357-78c8-4ac3-afb3-beb09fb7ce00"": {""confirmedAt"": ""2026-07-11T07:08:27.563Z"", ""confirmedBy"": ""e6516aae-d96a-4786-93b9-be8e41f68b71""}, ""f38bd662-eb76-4f72-9a26-14dec18e2710"": {""confirmedAt"": ""2026-07-11T07:08:27.575Z"", ""confirmedBy"": ""7c8198c7-d8c4-4e05-afe1-aaa1bc689467""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3-1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
e7f65fb3-cabb-44ae-be37-ff926774bbe1,b113d243-356e-4329-8244-c3b1e6c6babb,badminton,team,"{09b977f1-247a-48ca-a14f-0497dcd26ec8,f8b38e44-9ea5-4678-bab8-12960cc27b87}",{cdc09cf1-af52-4688-81e0-2630124d45b6},2026-09-20 00:00:00,North Arena mrg0xhly,interschool,completed,,"{""33e2f340-b022-4192-8529-ac92be698eb0"": {""confirmedAt"": ""2026-07-11T07:09:21.174Z"", ""confirmedBy"": ""56a8dc0f-3398-44af-aea5-e208f684dfd4""}, ""68856101-7089-4784-a7e3-efe434a3d5a5"": {""confirmedAt"": ""2026-07-11T07:09:21.200Z"", ""confirmedBy"": ""dd6919b9-e87b-499f-ae55-41de388b5697""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""21-15, 21-18"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
4d9f5ead-3074-48d9-bc1b-f37bb1aa3a48,7dad6fcd-0605-46f6-ae22-c7f86767a882,badminton,team,"{577eac80-42d0-4e3f-b110-f188564c4d2a,dbded50d-f0fb-4caf-95db-002fddd3773c}",{cad6b836-f80f-4856-8687-3502d916bb22},2026-09-20 00:00:00,North Arena mrg0wcls,interschool,completed,,"{""a4a2e357-78c8-4ac3-afb3-beb09fb7ce00"": {""confirmedAt"": ""2026-07-11T07:08:28.209Z"", ""confirmedBy"": ""e6516aae-d96a-4786-93b9-be8e41f68b71""}, ""f38bd662-eb76-4f72-9a26-14dec18e2710"": {""confirmedAt"": ""2026-07-11T07:08:28.224Z"", ""confirmedBy"": ""7c8198c7-d8c4-4e05-afe1-aaa1bc689467""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""19-21, 21-17, 18-21"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
9d39b05c-0768-40a2-a3a2-e56656e92fa2,b113d243-356e-4329-8244-c3b1e6c6babb,football,team,"{09b977f1-247a-48ca-a14f-0497dcd26ec8,f8b38e44-9ea5-4678-bab8-12960cc27b87}",{cdc09cf1-af52-4688-81e0-2630124d45b6},2026-09-20 00:00:00,North Arena mrg0xhly,interschool,completed,,"{""33e2f340-b022-4192-8529-ac92be698eb0"": {""confirmedAt"": ""2026-07-11T07:09:21.087Z"", ""confirmedBy"": ""56a8dc0f-3398-44af-aea5-e208f684dfd4""}, ""68856101-7089-4784-a7e3-efe434a3d5a5"": {""confirmedAt"": ""2026-07-11T07:09:21.101Z"", ""confirmedBy"": ""dd6919b9-e87b-499f-ae55-41de388b5697""}}","{""winnerSide"": ""A"", ""marginRatio"": 0.5, ""scoreDisplay"": ""3-1"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
71c5b479-bf2c-4902-a983-aa12daec8909,76f184eb-0f6c-4855-96f0-c7f9498f9e5c,basketball,team,"{09b977f1-247a-48ca-a14f-0497dcd26ec8,f8b38e44-9ea5-4678-bab8-12960cc27b87}",{cdc09cf1-af52-4688-81e0-2630124d45b6},2026-09-20 00:00:00,North Arena mrg0xhly,interschool,completed,,"{""33e2f340-b022-4192-8529-ac92be698eb0"": {""confirmedAt"": ""2026-07-11T07:09:21.462Z"", ""confirmedBy"": ""56a8dc0f-3398-44af-aea5-e208f684dfd4""}, ""68856101-7089-4784-a7e3-efe434a3d5a5"": {""confirmedAt"": ""2026-07-11T07:09:21.476Z"", ""confirmedBy"": ""dd6919b9-e87b-499f-ae55-41de388b5697""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""48-55"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
076037a2-af0e-4d4b-a1c0-a27009bd72fd,8cd035c4-3858-4aaa-81c4-c69095b85ee3,badminton,team,"{09b977f1-247a-48ca-a14f-0497dcd26ec8,f8b38e44-9ea5-4678-bab8-12960cc27b87}",{cdc09cf1-af52-4688-81e0-2630124d45b6},2026-09-20 00:00:00,North Arena mrg0xhly,interschool,completed,,"{""33e2f340-b022-4192-8529-ac92be698eb0"": {""confirmedAt"": ""2026-07-11T07:09:21.701Z"", ""confirmedBy"": ""56a8dc0f-3398-44af-aea5-e208f684dfd4""}, ""68856101-7089-4784-a7e3-efe434a3d5a5"": {""confirmedAt"": ""2026-07-11T07:09:21.715Z"", ""confirmedBy"": ""dd6919b9-e87b-499f-ae55-41de388b5697""}}","{""winnerSide"": ""B"", ""marginRatio"": 0.5, ""scoreDisplay"": ""19-21, 21-17, 18-21"", ""scoredByRole"": ""coach"", ""enteredManually"": true}",,,group
